Room,Door,Lead to,Logic,Status,Comment,Aloha Suggested (Enhanced version),notes,TODO comments (delete when DONE)
Ruins 4,Ruins04LowerLeft,Ruins05Right,Ruins04UpperLeft,Not Labbed,,N/A,,
Ruins 4,Ruins04UpperLeft,Ruins03Right,,Not Labbed,,N/A,,
Ruins 5,Ruins05Left,Ruins06Right,Ruins05Right,Not Labbed,,N/A,,
Ruins 5,Ruins05Right,Ruins04LowerLeft,Ruins05Left,Not Labbed,,N/A,,
Ruins 6,Ruins06Left,Ruins07LowerRight,Ruins06Right,Not Labbed,,N/A,,
Ruins 6,Ruins06Right,Ruins05Left,Ruins06Left,Not Labbed,,N/A,,
Ruins 7,Ruins07LowerLeft,Ruins08Right,Ruins07LowerRight | Ruins07UpperRight,Not Labbed,,N/A,,
Ruins 7,Ruins07LowerRight,Ruins06Left,Ruins07LowerLeft | Ruins07UpperRight,Not Labbed,,N/A,,
Ruins 7,Ruins07UpperRight,Ruins02LowerLeft,Ruins07LowerLeft | Ruins07LowerRight,Not Labbed,,N/A,,
Ruins 8,Ruins08Left,Quarry01Right,Ruins08Right + dash_charge,Not Labbed,,N/A,,
Ruins 8,Ruins08Right,Ruins07LowerLeft,Ruins08Left,Not Labbed,,N/A,,
Ruins 9,Ruins09Left,Ruins02UpperRight,Ruins09Right,Not Labbed,,N/A,,
Ruins 9,Ruins09Right,Ruins10LowerLeft,Ruins09Left,Not Labbed,,N/A,,
Ruins 10,Ruins10LowerLeft,Ruins09Right,Ruins10UpperLeft | Ruins10Right + key_ruins_tuto,Not Labbed,,N/A,,
Ruins 10,Ruins10Right,Ruins13Left,(Ruins10LowerLeft | Ruins10UpperLeft) + key_ruins_tuto,Not Labbed,,N/A,,
Ruins 10,Ruins10UpperLeft,Ruins11Right,Ruins10LowerLeft | Ruins10Right + key_ruins_tuto,Not Labbed,,N/A,,
Ruins 11,Ruins11Left,Ruins12Right,Ruins11Right,Not Labbed,,N/A,,
Ruins 11,Ruins11Right,Ruins10UpperLeft,Ruins11Left,Not Labbed,,N/A,,
Ruins 12,Ruins12Right,Ruins11Left,None,Not Labbed,,N/A,,
Ruins 13,Ruins13Left,Ruins10Right,Ruins13Upper,Not Labbed,,N/A,,
Ruins 13,Ruins13Upper,Crossroad01Lower,Ruins13Left,Not Labbed,,N/A,,
Ruins 14,Ruins14Right,Ruins16Left,None,Not Labbed,,N/A,,
Ruins 15,Ruins15Left,Ruins16Right,Ruins15Right,Not Labbed,,N/A,,
Ruins 15,Ruins15Right,Ruins01Left,Ruins15Left,Not Labbed,,N/A,,
Ruins 16,Ruins16Left,Ruins14Right,Ruins16Right,Not Labbed,,N/A,,
Ruins 16,Ruins16Right,Ruins15Left,Ruins16Left,Not Labbed,,N/A,,
Sewer 1,Sewer01Right,Sewer03UpperLeft,Sewer01Upper,Not Labbed,,N/A,,
Sewer 1,Sewer01Upper,Slum02Lower,Sewer01Right + (RONIN | STALL | wall_grab | double_jump | dodge + (dive | REIBOLG)),Done,"dodge + leg enhancement
dodge + pile_attack
momentum dodge dive jump", (double_jump | wall_grab | RONIN) | (STALL + (grav | dodge))),,
Sewer 2,Sewer02Lower,Sewer04Upper,Sewer02LowerLeft | Sewer02UpperLeft + dive,Done,,N/A,,
Sewer 2,Sewer02LowerLeft,Sewer03CenterRight,(Sewer02UpperLeft | Sewer02Lower) + dive,Not Labbed,,N/A,,
Sewer 2,Sewer02UpperLeft,Sewer03UpperRight,(Sewer02LowerLeft | Sewer02Lower) + dive,Not Labbed,,N/A,,
Sewer 3,Sewer03CenterRight,Sewer02LowerLeft,"Sewer03UpperLeft | Sewer03UpperRight
| (Sewer03LowerRight | Sewer03LowerLeft | Sewer03LowerCenter | Sewer03HiddenLeft) + (double_jump + (wall_grab | high_jump))",In Progress,"scythe + dodge + pile_attack
momentum dodge dive jump + leg enhancement? untested","Sewer03UpperLeft | Sewer03UpperRight
| Sewer03HiddenLeft + (wall_grab + (double_jump | wall_charge | snow | flower | moon + (dodge | STALL | grav + REIBOLG)) | high_jump + (double_jump | dodge | STALL | RONIN | REIBOLG))
| (Sewer03LowerRight | Sewer03LowerLeft | Sewer03LowerCenter) + ((wall_grab | high_jump) + (double_jump | moon | snow | STALL + grav | FLOWER2 | axe + dodge) | flower + dodge + wall_grab))","tested with all REIBOLG

Need to consider more moon options from HiddenLeft

Continue on lower Reqs",
Sewer 3,Sewer03HiddenLeft,Sewer05Right,"Sewer03UpperLeft | Sewer03UpperRight | Sewer03CenterRight
| (Sewer03LowerLeft | Sewer03LowerRight | Sewer03LowerCenter)  + (double_jump + (dodge | wall_grab | high_jump))",In Progress,"Removed Upper reqs - base dodge roll
Same with Center Right (with sprint)","Sewer03UpperLeft | Sewer03UpperRight | Sewer03CenterRight
| (Sewer03LowerLeft | Sewer03LowerRight | Sewer03LowerCenter) + (double_jump + (STALL | wall_grab | high_jump | moon | snow)) | ((axe | scythe) + (dodge | FLOWER2) | moon)) | (snow + (dodge | STALL) | (moon + dodge))","Starting point from Items+Transitions

line 466 ref",
Sewer 3,Sewer03LowerCenter,Sewer12Upper,(Sewer03CenterRight | Sewer03HiddenLeft | Sewer03LowerLeft | Sewer03LowerRight | Sewer03UpperLeft | Sewer03UpperRight) + dive,Not Labbed,,N/A,,
Sewer 3,Sewer03LowerLeft,Sewer06Right,Sewer03CenterRight | Sewer03HiddenLeft | Sewer03LowerCenter | Sewer03LowerRight | Sewer03UpperLeft | Sewer03UpperRight,Not Labbed,,N/A,,
Sewer 3,Sewer03LowerRight,Sewer04Left,(Sewer03CenterRight | Sewer03HiddenLeft | Sewer03LowerCenter | Sewer03LowerLeft | Sewer03UpperLeft | Sewer03UpperRight) + dive,Not Labbed,,N/A,,
Sewer 3,Sewer03UpperLeft,Sewer01Right,"(Sewer03LowerCenter | Sewer03LowerRight | Sewer03LowerLeft) + (double_jump + (wall_grab | high_jump))
| Sewer03HiddenLeft + (double_jump + (wall_grab | high_jump) | high_jump + WALL_DASH)
| Sewer03CenterRight + (high_jump | double_jump + (wall_grab | dodge))
| Sewer03UpperRight",Not Labbed,,"Sewer03UpperRight 
| Sewer03CenterRight + (double_jump | high_jump | dodge | RONIN | STALL + grav) 
| (Sewer03LowerCenter | Sewer03LowerRight | Sewer03LowerLeft) + high_jump | (wall_grab + STALL + grav | ((axe | scythe) + dodge) | double_jump | moon | snow) | (grav + (STALL + (dodge | double_jump | moon | snow)) | ((axe | scythe) + flower)))","Starting point from Items+Transitions

line 465 ref",
Sewer 3,Sewer03UpperRight,Sewer02UpperLeft,"Sewer03UpperLeft + (wall_grab | high_jump | double_jump + (moon | snow | axe + dodge) | grav + (sword + (double_jump | snow | dodge + (flower | moon)) | (scythe | axe) + (double_jump | snow | moon) | (scythe + flower | axe) + dodge))
| (Sewer03LowerLeft | Sewer03LowerRight | Sewer03LowerCenter) + (double_jump + (wall_grab | high_jump))
| Sewer03CenterRight + (high_jump | double_jump + wall_grab)
| Sewer03HiddenLeft + (double_jump + (wall_grab | high_jump) | high_jump + WALL_DASH)",In Progress,"I've merged UpperLeft from Suggested to make the item in this room more variable-accessible from this direction (which is more likely)

leg enhancement of course makes all these easier

scythe + pile_attack + dodge + double_jump + flower?","Sewer03UpperLeft + (wall_grab | high_jump | double_jump + (moon | snow | axe + dodge) | grav + (sword + (double_jump | snow | dodge + (flower | moon)) | (scythe | axe) + (double_jump | snow | moon) | (scythe + flower | axe) + dodge)) 
| (Sewer03CenterRight | Sewer03HiddenLeft | Sewer03LowerLeft | Sewer03LowerRight | Sewer03LowerCenter) + (high_jump | (wall_grab + (double_jump | moon | snow) | STALL + (grav | dodge)) | grav + (sword + (double_jump | snow) | dodge + moon) | (scythe | axe) + (double_jump | snow | moon | dodge)) ","Starting point from Items+Transitions

line 462 ref",
Sewer 4,Sewer04Left,Sewer03LowerRight,(Sewer04Right | Sewer04Upper | Sewer04Lower) + dive,Not Labbed,,N/A,,
Sewer 4,Sewer04Lower,Sewer13Upper,(Sewer04Right | Sewer04Upper | Sewer04Left) + dive,Not Labbed,,N/A,,
Sewer 4,Sewer04Right,Sewer14UpperLeft,Sewer04Left | Sewer04Upper | Sewer04Lower,Not Labbed,,N/A,,
Sewer 4,Sewer04Upper,Sewer02Lower,(Sewer04Left | Sewer04Right | Sewer04Lower) + dive,Not Labbed,,N/A,,
Sewer 5,Sewer05Right,Sewer03HiddenLeft,None,Not Labbed,,N/A,,
Sewer 6,Sewer06Left,Sewer07UpperRight,Sewer06Right,Not Labbed,,N/A,,
Sewer 6,Sewer06Right,Sewer03LowerLeft,Sewer06Left + (double_jump + dodge | wall_grab),Not Labbed,,Sewer06Left + (wall_grab | moon + (axe | scythe) | snow | STALL + (double_jump + (dodge | moon | grav | flower) | dodge + grav)),"Starting point from Items+Transitions

line 480 ref",
Sewer 7,Sewer07LowerRight,Sewer08Left,Sewer07UpperRight + pile_attack,Not Labbed,,N/A,,
Sewer 7,Sewer07UpperRight,Sewer06Left,None,Not Labbed,,N/A,,
Sewer 8,Sewer08Left,Sewer07LowerRight,Sewer08Lower + WALL_DASH,Not Labbed,,N/A,,
Sewer 8,Sewer08Lower,Sewer09UpperLeft,Sewer08Left,Not Labbed,,N/A,,
Sewer 9,Sewer09Left,Roots06Right,(Sewer09UpperRight | Sewer09Right | Sewer09UpperLeft) + (hook | STALL + double_jump + wall_grab + (snow | flower | dodge + moon)  | (axe | scythe) + double_jump + grav + (dodge | moon | snow | lazer + wall_grab) | axe + grav + snow + wall_grab + lazer | scythe + wall_grab + grav + (lazer | dodge) + snow | sword + wall_grab + double_jump + grav + (dodge | moon | lazer) | sword + double_jump + dodge + grav + RONIN) + key_owner,Done,Copied location logic for the item,Finished,,
Sewer 9,Sewer09Right,Sewer10Left,Sewer09Left | Sewer09UpperRight | Sewer09UpperLeft,Not Labbed,,N/A,,
Sewer 9,Sewer09UpperLeft,Sewer08Lower,(Sewer09Right | Sewer09UpperRight | Sewer09Right) + (double_jump + dodge + wall_grab) ,In Progress,,(Sewer09Right | Sewer09UpperRight | Sewer09Right) + (wall_grab + (double_jump | RONIN | STALL + (dodge | grav)) | STALL + grav + dodge + double_jump + SNOW),"converted from Items+Transitions (starting point)

Need to add: axe | scythe + grav + moon ?
high_jump + STALL + grav + (double_jump | dodge | RONIN) ?",
Sewer 9,Sewer09UpperRight,Sewer12Lower,(Sewer09Left | Sewer09UpperLeft | Sewer09Right) + dive,Not Labbed,,N/A,,
Sewer 10,Sewer10Left,Sewer09Right,Sewer10Right + (double_jump | high_jump | WALL_DASH | RONIN | REIBOLG | STALL + (grav | dodge)),Done,"pile_attack
leg enhancement relic interchangable with grav",Finished,tested with all REIBOLG,
Sewer 10,Sewer10Right,Sewer11Left,Sewer10Left,Not Labbed,,N/A,,
Sewer 11,Sewer11Left,Sewer10Right,Sewer11LowerRight | Sewer11UpperRight,Not Labbed,,N/A,,
Sewer 11,Sewer11LowerRight,Sewer15Left,(Sewer11Left | Sewer11UpperRight) + dive,Not Labbed,,N/A,,
Sewer 11,Sewer11UpperRight,Sewer14LowerLeft,Sewer11Left | Sewer11LowerRight,Done,requirements removed - just sprint,Finished,,
Sewer 12,Sewer12Lower,Sewer09UpperRight,Sewer12Upper + dive,Not Labbed,,N/A,,
Sewer 12,Sewer12Upper,Sewer03LowerCenter,Sewer12Lower + dive,Not Labbed,,N/A,,
Sewer 13,Sewer13Right,Sewer14CenterLeft,Sewer13Upper + dive,Not Labbed,,N/A,,
Sewer 13,Sewer13Upper,Sewer04Lower,Sewer13Right + dive,Not Labbed,,N/A,,
Sewer 14,Sewer14CenterLeft,Sewer13Right,Sewer14UpperLeft | Sewer14HiddenRight | Sewer14LowerLeft + (double_jump | wall_grab | high_jump | RONIN | STALL + (REIBOLG | grav) | REIBOLG + (grav | dodge + (sword | scythe)) | axe + dodge),Done,"requirements removed from Upper/Hidden - just roll

(sword | scythe) + dodge + pile_attack",Finished,tested with all REIBOLG,
Sewer 14,Sewer14HiddenRight,Sewer17Left,"(Sewer14UpperLeft | Sewer14CenterLeft) + (double_jump | high_jump | wall_grab | snow | moon | flower + (STALL | grav) | STALL + (dodge | grav)) 
| Sewer14LowerLeft + (double_jump | wall_grab | high_jump | snow | moon | flower + (STALL | grav) | STALL + grav | REIBOLG + dodge + (sword | scythe) | axe + dodge)",Done,,Finished,tested with all REIBOLG,
Sewer 14,Sewer14LowerLeft,Sewer11UpperRight,Sewer14CenterLeft | Sewer14HiddenRight | Sewer14UpperLeft,Not Labbed,,N/A,,
Sewer 14,Sewer14UpperLeft,Sewer04Right,(Sewer14CenterLeft | Sewer14HiddenRight | Sewer14LowerLeft) + (double_jump | high_jump | wall_grab + (wall_charge | (sword | scythe) + dodge + REIBOLG) | RONIN | STALL + grav | dodge + axe),Done,"simplified high_jump (just base-dodge roll is fine)

currently don't think the different entrances need to be split, but yeah.",Finished,"NOT tested with all REIBOLG, but this one should be safe",
Sewer 15,Sewer15Left,Sewer11LowerRight,Sewer15Lower + dive + (hook | high_jump + (dodge | double_jump | STALL | RONIN | REIBOLG) | wall_grab + (axe + dodge + (grav + snow | double_jump + (moon | snow)) | STALL + grav + double_jump + (moon | snow | dodge))),Done,"copied from locations logic

ive added dive for now; VERY loosely required. can revisit

pile_attack, double_jump, moon, snow, axe?, (sword | scythe) + dodge all work... ",Finished,"tested with all REIBOLG

Revisit for dive",
Sewer 15,Sewer15Lower,Swamp18Upper,Sewer15Left + Sewer15Lower_Lever,Not Labbed,,N/A,,
Sewer 17,Sewer17Left,Sewer14HiddenRight,None,Not Labbed,,N/A,,
Slum 1,Slum01Left,Crossroad02Right,Slum01Right | Slum01Lower,Not Labbed,,N/A,,
Slum 1,Slum01Lower,Slum02Upper,Slum01Left | Slum01Right,Not Labbed,,N/A,,
Slum 1,Slum01Right,Street01Left,Slum01Left | Slum01Lower,Not Labbed,,N/A,,
Slum 2,Slum02Lower,Sewer01Upper,Slum02Upper + pile_attack,Not Labbed,,N/A,,
Slum 2,Slum02Upper,Slum01Lower,None,Not Labbed,,N/A,,
Street 1,Street01Door,Street18Door,Street01Left | Street01Right,Not Labbed,,N/A,,
Street 1,Street01Left,Slum01Right,Street01Right | Street01Door,Not Labbed,,N/A,,
Street 1,Street01Right,Street06Left,Street01Left | Street01Door,Not Labbed,,N/A,,
Street 2,Street02Left,Street18Right,Street02Right,Not Labbed,,N/A,,
Street 2,Street02Right,Street04Left,Street02Left + Street02Left_Lever,Not Labbed,,N/A,,
Street 3,Street03Door,Street10Door,Street03LowerLeft | Street03UpperLeft | Street03Right + key_lower,Not Labbed,,N/A,,
Street 3,Street03LowerLeft,Street05LowerRight,(Street03Door | Street03UpperLeft | Street03Right + key_lower) + Street05LowerRight_Lever,Not Labbed,,N/A,,
Street 3,Street03Right,Street11Left,(Street03Door | Street03UpperLeft | Street03LowerLeft) + key_lower,Not Labbed,,N/A,,
Street 3,Street03UpperLeft,Street05UpperRight,(Street03Door | Street03LowerLeft | Street03Right + key_lower) + (double_jump | high_jump | RONIN | STALL + (dodge | grav) | REIBOLG),Done,or Leg enhancement relic with STALL,Finished,,
Street 4,Street04Left,Street02Right,Street04Right + (double_jump | high_jump | STALL | REIBOLG | RONIN),Done,or Leg enhancement relic,Finished,,
Street 4,Street04Right,Street05Left,Street04Left,Not Labbed,,N/A,,
Street 5,Street05Left,Street04Right,Street05LowerRight | Street05UpperRight,Not Labbed,,N/A,,
Street 5,Street05LowerRight,Street03LowerLeft,Street05Left | Street05UpperRight,Not Labbed,,N/A,,
Street 5,Street05UpperRight,Street03UpperLeft,Street05Left + (double_jump | high_jump | moon | snow | flower + (STALL | grav) | REIBOLG + (axe | scythe | grav) | STALL + grav | dodge + (axe | sword + REIBOLG)),Done,"removed lowerRight because needs lever?

scythe + dodge + pile_attack
Flower with leg enhancement also",Finished,,
Street 6,Street06Left,Street01Right,Street06Right,Not Labbed,,N/A,,
Street 6,Street06Right,Street07CenterLeft,Street06Left,Not Labbed,,N/A,,
Street 7,Street07CenterLeft,Street06Right,"Street07HiddenLeft | Street07UpperRight 
| (Street07LowerLeft | Street07LowerRight) + (double_jump | high_jump | REIBOLG | STALL | RONIN)",Done,,Finished,,
Street 7,Street07HiddenLeft,Street21Right,(Street07UpperRight | Street07LowerLeft | Street07LowerRight | Street07CenterLeft) + (high_jump | snow | flower | double_jump + (WALL_DASH | dodge | moon | STALL) | STALL + (grav | dodge | moon) | moon + (grav | dodge) | (double_jump | dodge) + grav + (blaster | granade) | lazer + (double_jump | grav)),Unsure,,Finished,,
Street 7,Street07LowerLeft,Street20Right,Street07CenterLeft | Street07LowerRight | Street07UpperRight | Street07HiddenLeft,Not Labbed,,N/A,,
Street 7,Street07LowerRight,Street09Left,Street07CenterLeft | Street07UpperRight | Street07HiddenLeft | Street07LowerLeft,Not Labbed,,N/A,,
Street 7,Street07UpperRight,Street08Left,Street07CenterLeft | Street07HiddenLeft | (Street07LowerLeft | Street07LowerRight) + (double_jump | high_jump | REIBOLG | STALL | RONIN),Done,,Finished,,
Street 8,Street08Left,Street07UpperRight,Street08Right,Not Labbed,,N/A,,
Street 8,Street08Right,Street10Left,Street08Left,Not Labbed,,N/A,,
Street 9,Street09Left,Street07LowerRight,Street09Upper,Not Labbed,,N/A,,
Street 9,Street09Upper,Street10Lower,Street09Left,Not Labbed,,N/A,,
Street 10,Street10Door,Street03Door,Street10Left | Street10Lower,Not Labbed,,N/A,,
Street 10,Street10Left,Street08Right,Street10Door | Street10Lower,Not Labbed,,N/A,,
Street 10,Street10Lower,Street09Upper,Street10Door | Street10Left,Not Labbed,,N/A,,
Street 11,Street11Left,Street03Right,Street11Right | Street11Upper,Not Labbed,,N/A,,
Street 11,Street11Right,Street12Left,Street11Left | Street11Upper,Not Labbed,,N/A,,
Street 11,Street11Upper,Center01Lower,(Street11Right | Street11Left) + EVT_ev_s_0180_StreetElevatorFix,Not Labbed,,N/A,,
Street 12,Street12Door,Street13Door,Street12LowerRight | Street12UpperRight | Street12Left + (double_jump | high_jump | RONIN | STALL + (dodge | grav) | REIBOLG + (dodge | STALL | grav)),Done,leg enhancement relic + stall im sure,Finished,,
Street 12,Street12Left,Street11Right,"Street12Door + (double_jump | high_jump | wall_grab | granade | lazer | blaster + (STALL | grav) | RONIN | STALL + (dodge | grav))
| Street12LowerRight + (double_jump | high_jump | wall_grab | dodge | granade | lazer | blaster + grav | RONIN | STALL) 
| Street12UpperRight",Unsure,"grav interchangable with leg enhancement relic here

Tracer doesnt have the same height??",Finished,,
Street 12,Street12LowerRight,Street19LowerLeft,"Street12UpperRight
| Street12Left + (double_jump | high_jump | RONIN | STALL + (dodge | grav) | REIBOLG + (dodge | STALL | grav))
| Street12Door + (double_jump | high_jump | wall_grab | REIBOLG | RONIN | STALL + (dodge | grav))",Done,UpperRight can reach with sprint and basic dodge,Finished,,
Street 12,Street12UpperRight,Street19UpperLeft,"Street12Left + (high_jump | double_jump | RONIN | STALL + (dodge | grav) | WALL_DASH + REIBOLG + (dodge | STALL | grav))
| Street12Door + (high_jump | WALL_DASH | double_jump | RONIN | STALL + (dodge | grav))
| Street12LowerRight + (high_jump | WALL_DASH | double_jump | RONIN | STALL + (dodge | grav) | dodge + REIBOLG)",Unsure,"double_jump with sprinting suffices

might need to double check that dodge + REIBOLG from LowerRight?",Finished,,
Street 13,Street13Door,Street12Door,Street13LowerLeft | Street13LowerHidden | Street13LowerRight | Street13Left,Done,"Removed all criteria, sprint + some precise single jumps suffices",Finished,,
Street 13,Street13Left,Street17Right,(Street13LowerLeft | Street13LowerHidden | Street13LowerRight | Street13Door) + (double_jump | dodge | high_jump | STALL | RONIN | REIBOLG + grav | WALL_DASH),Done,,Finished,,
Street 13,Street13LowerHidden,Street14UpperHidden,Street13LowerLeft | Street13Left | Street13LowerRight | Street13Door,Done,"Removed all criteria, sprint + some precise single jumps suffices",Finished,,
Street 13,Street13LowerLeft,Street14UpperLeft,Street13LowerHidden | Street13LowerRight | Street13Left | Street13Door,Done,"Removed all criteria, sprint + some precise single jumps suffices",Finished,,
Street 13,Street13LowerRight,Street14UpperRight,Street13Left | Street13LowerLeft | Street13LowerHidden | Street13Door,Done,"Removed all criteria, sprint + some precise single jumps suffices",Finished,,
Street 14,Street14Right,Street15Left,Street14UpperRight | Street14UpperLeft,Not Labbed,,N/A,,
Street 14,Street14UpperHidden,Street13LowerHidden,None,Not Labbed,,N/A,,
Street 14,Street14UpperLeft,Street13LowerLeft,Street14UpperRight | Street14Right,Not Labbed,,N/A,,
Street 14,Street14UpperRight,Street13LowerRight,Street14UpperLeft | Street14Right,Not Labbed,,N/A,,
Street 15,Street15Left,Street14Right,Street15Right,Not Labbed,,N/A,,
Street 15,Street15Right,Tower01Left,Street15Left,Not Labbed,,N/A,,
Street 17,Street17Right,Street13Left,None,Not Labbed,,N/A,,
Street 18,Street18Door,Street01Door,Street18Right,Not Labbed,,N/A,,
Street 18,Street18Right,Street02Left,Street18Door + Street02Left_Lever,Not Labbed,,N/A,,
Street 19,Street19LowerLeft,Street12LowerRight,None,Not Labbed,,N/A,,
Street 19,Street19UpperLeft,Street12UpperRight,None,Not Labbed,,N/A,,
Street 20,Street20Right,Street07LowerLeft,None,Not Labbed,,N/A,,
Street 21,Street21Right,Street07HiddenLeft,None,Not Labbed,,N/A,,
Summit 1,Summit01LowerLeft,Summit02LowerRight,None,Not Labbed,,N/A,,
Summit 1,Summit01RightDoor,Kowloon04LeftDoor,Summit01UpperLeft,Not Labbed,,N/A,,
Summit 1,Summit01UpperLeft,Summit02UpperRight,Summit01RightDoor,Not Labbed,,N/A,,
Summit 2,Summit02Left,Summit03Right,Summit02LowerRight | Summit02UpperRight,Not Labbed,,N/A,,
Summit 2,Summit02LowerRight,Summit01LowerLeft,Summit02UpperRight | Summit02Left,Not Labbed,,N/A,,
Summit 2,Summit02UpperRight,Summit01UpperLeft,(Summit02Left | Summit02LowerRight) + (high_jump | (scythe | axe) + grav + double_jump + dodge + RONIN | WALL_DASH + (axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump)),Done,scythe + grav + double_jump + dodge + flower is pretty darn precise but doable - even easier if scythe or flower upgraded or leg enhancement or pile attack or beast,Finished,,
Summit 3,Summit03HiddenLeft,Summit04Right,(Summit03Right | Summit03UpperLeft) + (dodge | double_jump | WALL_DASH | STALL | RONIN | REIBOLG + (grav | wall_grab)),Done,double_jump with base dodge roll sufficient,Finished,,
Summit 3,Summit03Right,Summit02Left,"Summit03UpperLeft 
| Summit03HiddenLeft + (double_jump + dodge | WALL_DASH)",Not Labbed,,,wall_grab + axe,
Summit 3,Summit03UpperLeft,Summit06Right,"Summit03Right + (high_jump | double_jump | WALL_DASH | dodge + wall_grab)
| Summit03HiddenLeft + (double_jump + dodge | WALL_DASH)",Not Labbed,,,,
Summit 4,Summit04Left,Summit05HiddenRight,Summit04Right + (double_jump + (WALL_DASH | dodge + (high_jump | wall_grab)) | high_jump + WALL_DASH + dodge),Not Labbed,,Summit04Right + (dodge + high_jump | double_jump + (high_jump | WALL_DASH) | double_jump + dodge + wall_grab | moon + (wall_grab | double_jump | STALL + grav) | snow | high_jump + (STALL | lazer | flower | moon) | axe + double_jump | (sword | scythe) + double_jump + (dodge | grav | flower) | STALL + dodge + (moon | flower) | STALL + grav + wall_grab | axe + wall_grab + dodge | flower + wall_grab + (grav | double_jump)),Starting point : summit04 location logic,
Summit 4,Summit04Right,Summit03HiddenLeft,Summit04Left + (double_jump + (WALL_DASH | dodge + (high_jump | wall_grab)) | high_jump + WALL_DASH + dodge),Not Labbed,,Summit04Left + (dodge + high_jump | double_jump + WALL_DASH | double_jump + dodge + wall_grab | moon + (wall_grab | double_jump | STALL + grav) | snow | high_jump + (STALL | lazer | flower | moon) | axe + double_jump | (sword | scythe) + double_jump + (dodge | grav | flower) | STALL + dodge + (moon | flower) | STALL + grav + wall_grab | axe + wall_grab + dodge | flower + wall_grab + (grav | double_jump)),Starting point : summit04 location logic,
Summit 5,Summit05HiddenRight,Summit04Left,(Summit05UpperRight | Summit05Left) + (dodge | wall_grab + (double_jump | wall_charge)),Not Labbed,,,,
Summit 5,Summit05Left,Summit07Right,"Summit05UpperRight 
| Summit05HiddenRight + (double_jump + dodge | WALL_DASH)",Not Labbed,,,,
Summit 5,Summit05UpperRight,Summit06Left,"Summit05Left + (high_jump | WALL_DASH | wall_grab + (dodge | double_jump))
| Summit05HiddenRight + (double_jump + dodge | WALL_DASH)",Not Labbed,,,,
Summit 6,Summit06CenterDoor,Summit12LeftDoor,Summit06Right | Summit06Left,Not Labbed,,N/A,,
Summit 6,Summit06Left,Summit05UpperRight,Summit06Right | Summit06CenterDoor,Not Labbed,,N/A,,
Summit 6,Summit06Right,Summit03UpperLeft,Summit06Left | Summit06CenterDoor,Not Labbed,,N/A,,
Summit 7,Summit07LowerLeft,Summit08LowerRight,(Summit07UpperLeft | Summit07Right) + dive + Summit08LowerRight_Lever,Not Labbed,,,,
Summit 7,Summit07Right,Summit05Left,"Summit07UpperLeft + dive
| Summit07LowerLeft + (moon | dive)",Unsure,,Finished,,
Summit 7,Summit07UpperLeft,Summit08UpperRight,"Summit07LowerLeft 
| Summit07Right + dive",Not Labbed,,,,
Summit 8,Summit08Left,Summit19Right,"Summit08LeftDoor 
| (Summit08UpperRight | Summit08RightDoor) + (dodge | double_jump | WALL_DASH) 
| Summit08LowerRight + dash_charge + (double_jump | dodge)",Not Labbed,,,STALL,
Summit 8,Summit08LeftDoor,Summit11CenterDoor,"Summit08Left 
| (Summit08UpperRight | Summit08RightDoor) + (dodge | double_jump | WALL_DASH) 
| Summit08LowerRight + dash_charge + (double_jump | dodge)",Not Labbed,I want to remove LowerRight,,STALL,
Summit 8,Summit08LowerRight,Summit07LowerLeft,(Summit08Left | Summit08LeftDoor | Summit08UpperRight | Summit08RightDoor) + wall_grab + dash_charge + double_jump,Not Labbed,Cannot hit the lever without wall_grab,,,
Summit 8,Summit08RightDoor,Summit15CenterDoor,"Summit08UpperRight 
| (Summit08Left | Summit08LeftDoor) + (dodge | double_jump)
| Summit08LowerRight + dash_charge + (dodge | double_jump)",Not Labbed,I want to remove LowerRight,,,
Summit 8,Summit08UpperRight,Summit07UpperLeft,"Summit08RightDoor 
| ((Summit08Left | Summit08LeftDoor) + (dodge | double_jump))
| (Summit08LowerRight + dash_charge + (dodge | double_jump))",Not Labbed,I want to remove LowerRight,,,
Summit 9,Summit09LowerLeft,Summit15Right,Summit09Right + (high_jump + dodge | dive + double_jump),Not Labbed,,,,
Summit 9,Summit09Right,Summit14Left,Summit09LowerLeft + (dive + double_jump + (high_jump | wall_grab) | high_jump + (WALL_DASH | dodge)),Not Labbed,,,,
Summit 9,Summit09UpperLeft,Summit15HiddenRight,None,Not Labbed,,N/A,,
Summit 10,Summit10Right,Summit11Left,None,Not Labbed,,N/A,,
Summit 11,Summit11CenterDoor,Summit08LeftDoor,Summit11Right | Summit11Left,Not Labbed,,N/A,,
Summit 11,Summit11Left,Summit10Right,Summit11Right | Summit11CenterDoor,Not Labbed,,N/A,,
Summit 11,Summit11Right,Summit16Left,Summit11Left | Summit11CenterDoor,Not Labbed,,N/A,,
Summit 12,Summit12LeftDoor,Summit06CenterDoor,"Summit12LowerLeft | Summit12UpperLeft
| (Summit12Right | Summit12RightDoor) + (high_jump | wall_grab | moon | snow | double_jump + (STALL | flower) | STALL + grav + (flower | dodge))",Done,"Requirements from Right are same as below (line 816)

leg enhancement + double_jump",Finished,,
