Room,Name,Actor,Item,Logic,Status,Comment,Aloha Suggested (Enhanced version),notes,TODO comments (delete when DONE)
Summit 7,Summit 7 - Administrator's Amplifier,Summit_001_Zone_007.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","Summit07Right + (high_jump + (double_jump | RONIN | STALL) | wall_grab + axe + grav + double_jump + dodge + snow | dive + double_jump + dodge + STALL | dive + STALL + grav + (dodge | double_jump) + lazer | dive + grav + lazer + snow) 
| (Summit07UpperLeft | Summit07LowerLeft + Summit08LowerRight_Lever) + dive + (high_jump + (double_jump | RONIN | STALL) | double_jump + dodge + STALL | STALL + grav + (dodge | double_jump) + lazer | grav + lazer + snow)",Done,,Finished,,"double check lazer -> REIBOLG

dive + grav + ReiBlast + snow only successfully tested with lazer ; does not require multiple uses of snow

May need to split ReiBlast if Blaster is not possible."
Summit 8,Summit 8 - Administrator's Amplifier,Summit_001_Zone_008.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","((Summit08Left | Summit08LeftDoor) + (STALL | dodge | double_jump)
| (Summit08UpperRight | Summit08RightDoor) + (STALL | dodge | double_jump | REIBOLG))
+ dash_charge",Unsure,"With correct positioning, can begin charging the dash charge while falling from upper platforms to fall onto the last 2 and break the wall without double jump.

If we want this type of logic, then use the new version.

If not, simplify it back to double_jump + dash_charge.",Finished,,double check REIBOLG
Summit 9,Summit 9 - Scrap,Summit_001_Zone_009.BP_Interactable_AddItem_C_0,"currencies[""rare""]",Summit09UpperLeft,Done,,N/A,,
Summit 10,Summit 10 - Celestial Bangle,Summit_001_Zone_010.BP_Interactable_TreasureBox_C_1,"equipments[""armor_021""]",Summit10Right + (high_jump | wall_grab | sword + grav + double_jump + (RONIN | dodge) | (sword | scythe) + double_jump + dodge + snow | scythe + grav + (double_jump | dodge + (snow | moon)) | axe + double_jump + (snow | dodge + (flower | moon) | grav)),Done,,Finished,"
",
Summit 13,Summit 13 - Materials,Summit_001_Zone_013.BP_Breakable_SpawnItem_Box_01_C_1,"currencies[""Default""]",Summit13UpperRight + (double_jump | high_jump | wall_grab | RONIN | STALL | REIBOLG),Done,the Leg Enhancement gear relic would also suffice,Finished,,double check REIBOLG
Summit 18,Summit 18 - Unidentified Transformer,Summit_001_Zone_018.BP_Interactable_AddItem_C_0,"materials[""parts_s5000_c""]",Summit18Left,Done,,N/A,,
Summit 21,Summit 21 - Velius,Summit_001_Zone_021.EVT_ev_s_e0222_Security_Defeat,"materials[""parts_lv6_b""]",Summit21Lower | Summit21Right | Summit21Left,Done,,N/A,,
Summit 22,Summit 22 - Administrator's Amplifier,Summit_001_Zone_022.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","Summit22UpperLeft + (WALL_DASH | double_jump + dodge | high_jump | lazer | STALL + (double_jump | dodge | snow | flower) | (double_jump | dodge) + (snow | flower) | moon + (grav + (dodge | STALL) | double_jump + wall_grab) | wall_grab + FLOWER2) 
| Summit22UpperRight + WALL_DASH 
| (Summit22LowerLeft | Summit22CenterLeft | Summit22CenterRight | Summit22LowerRight) + (high_jump | wall_grab + (wall_charge | lazer) + (axe | (scythe | sword) + grav | snow | moon | double_jump) | 
wall_grab + (axe + (dodge | flower) | double_jump + (STALL | dodge | flower | moon) | (sword + grav | scythe) + dodge | snow + (double_jump | dodge | STALL) | moon + grav + (STALL | dodge) | FLOWER2))",Unsure,"Heres my problem : the only way into this area is WALL_DASHing thru Summit21, which also requires some sort of height to get to this point in the first place. WALL_DASH + (basically) any height is enough to get this item from Summit22LowerLeft.

I understand most other rooms have a sort of ""but what if you approach from this way with that set of movement"" but that just simply doesn't really apply here.

That means this would become Summit22LowerLeft + (high_jump | WALL_DASH + (axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump)
(or Summit22LowerLeft + WALL_DASH + (high_jump | axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump) , but neither here nor there at the end of the day)

UpperRight either a) always requires WALL_DASH, in which case the logic is fully covered IMO, or b) WALL_DASH wall is already gone, so can simply fall into it with ANY movement. Not going to focus on it.

For now, I've kept Summit22LowerLeft | Summit22CenterLeft | Summit22CenterRight | Summit22LowerRight altogether, but if we need to split them, I fully acknowledge that logic for CenterLeft and CenterRight would need to be split - all current conditions would still apply, but there would be wall_grab-less options too. (Like axe + grav + dodge + double_jump + snow)

Final note, the wall_grab logic from LowerLeft needs an additional review. After review if everything is all good and no additional updates are made based on the above points, can mark as done. Otherwise, revise as needed.",Finished,"Min-wall_grab requirements

wall_grab + (axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump))

Logical thoughts here were
a) Standalone requirements from UpperLeft
b) Minimum required to wall_grab from Lower and climb - this enables Player to move all the way to UpperLeft
these are essentially the WALL_DASH options
c) Combining the wall_grab requirements from Lower (a) with the UpperLeft requirements

There are no non-wall_grab options (other than high_jump) from Lower
","double check lazer -> REIBOLG

May need to split ReiBlast if Blaster is not possible."
Summit 22,Summit 22 - Charmed Fragment,Summit_001_Zone_022.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","Summit22UpperLeft | Summit22CenterLeft | Summit22LowerLeft 
| Summit22UpperRight + WALL_DASH
| (Summit22CenterRight | Summit22LowerRight) + (dodge | double_jump | high_jump | STALL | RONIN | REIBOLG)",Unsure,"Are CenterLeft / LowerRight / CenterRight real options as they are blocked origin/base state?

If yes and we want to keep, update to Done. If not, just delete and mark as Done.",Finished,,double check REIBOLG
Summit 23,Summit 23 - Administrator's Amplifier,Summit_001_Zone_023.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]",Summit23UpperRight,Done,,N/A,,
Summit 23,Summit 23 - Gilroy's Communication Device,Summit_001_Zone_023.BP_Interactable_AddItem_C_1,"tips[""tip_gilroysterminal_01""]",Summit23UpperLeft,Done,,N/A,,
Summit 23,Summit 23 - Nameless Priestess' Ring,Summit_001_Zone_023.BP_Interactable_TreasureBox_C_1,"passives[""restore_sp_up_b_1""]",Summit23UpperLeft + (wall_grab | double_jump | high_jump | RONIN | REIBOLG | STALL + (dodge | grav)),Done,"Since WALL_DASH is required to even enter, this is way overkill

Leaving as unsure as technically, the requirement to enter guarantees access. 
If decided to leave requirements empty, then delete the logic.
If want to add requirements anyway, update to Done.

Marked as Done - yes its silly that having wall_dash is the requirement for the transition and wall_grab suffices for the item, so shouldnt cause any problems!",Finished,,double check REIBOLG
Summit 24,Summit 24 - Administrator's Amplifier 1,Summit_001_Zone_024.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","Summit24CenterDoor + 
(high_jump + (wall_grab + (double_jump + (STALL | dodge | snow | moon | FLOWER2) | STALL + (snow | moon | FLOWER2) | dodge + (snow | grav + (STALL | moon | flower)))
| lazer + (snow | moon + (double_jump | dodge | STALL + grav) | axe + (double_jump | dodge) | (sword | scythe) + (double_jump | dodge + grav) | FLOWER2 + (dodge | double_jump)) 
| STALL + grav + (moon | snow | double_jump) + dodge) | wall_grab + (lazer + (snow | moon | FLOWER2 + (double_jump | (axe | scythe)) | STALL + grav + (double_jump | dodge) + flower) | (snow | moon) + (double_jump + dodge | STALL + (double_jump | dodge))) | (scythe | (moon | snow) + (axe | sword)) + grav + dodge + double_jump | axe + flower + grav + dodge + double_jump | WALL_DASH + (double_jump + dodge | snow | moon + (double_jump | dodge | STALL + grav) | axe + (double_jump | dodge) | (sword | scythe) + (double_jump | dodge + grav) | FLOWER2 + (dodge | double_jump)))",Unsure,"Note, similar to line 259 (5 above), CenterDoor is the ONLY expected ""first"" entrance. I am going to focus on getting the item from there only its complex enough as is.

If we are happy with single entrance logic, can mark as Done. Otherwise, lots of review required :)

This is also unsure because I am quite certain there might be some overlap, esp between some of the high_jump + wall_grab scenarios with wall_grab itself",Finished,"Slightly more readable version based on grouping: high_jump, wall_grab, no high_jump | wall_grab, and lastly WALL_DASH

Summit24CenterDoor + 
(

high_jump + (wall_grab + (double_jump + (STALL | dodge | snow | moon | FLOWER2) | STALL + (snow | moon | FLOWER2) | dodge + (snow | grav + (STALL | moon | flower)))
| ReiBlast + (snow | moon + (double_jump | dodge | STALL + grav) | axe + (double_jump | dodge) | (sword | scythe) + (double_jump | dodge + grav) | FLOWER2 + (dodge | double_jump)) 
| STALL + grav + (moon | snow | double_jump) + dodge) 

| wall_grab + (ReiBlast + (snow | moon | FLOWER2 + (double_jump | (axe | scythe)) | STALL + grav + (double_jump | dodge) + flower) | (snow | moon) + (double_jump + dodge | STALL + (double_jump | dodge))) 

| (scythe | (moon | snow) + (axe | sword)) + grav + dodge + double_jump | axe + flower + grav + dodge + double_jump 

| WALL_DASH + (double_jump + dodge | snow | moon + (double_jump | dodge | STALL + grav) | axe + (double_jump | dodge) | (sword | scythe) + (double_jump | dodge + grav) | FLOWER2 + (dodge | double_jump))

)",double check lazer -> REIBOLG
Summit 24,Summit 24 - Administrator's Amplifier 2,Summit_001_Zone_024.BP_Interactable_AddItem_C_1,"materials[""parts_lv6_b""]",Summit25LowerLeft + WALL_DASH + (double_jump | dodge | high_jump | RONIN | STALL),Done,,Finished,,
Summit 24,Summit 24 - Administrator's Amplifier 3,Summit_001_Zone_024.BP_Interactable_AddItem_C_2,"materials[""parts_lv6_b""]",Summit27Upper_Lever + Summit27CenterRight + WALL_DASH,Unsure,Need wall dash from summit27,N/A,,
Summit 27,Summit 27 - Motley's Communication Device,Summit_001_Zone_027.BP_Interactable_AddItem_C_0,"tips[""tip_motleysterminal_01""]",Summit27UpperRight,Done,,N/A,,
Summit 28,Summit 28 - Charmed Fragment,Summit_001_Zone_028.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",Summit28Upper,Done,,N/A,,
Summit 30,Summit 30 - Charmed Fragment,Summit_001_Zone_030.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",Summit30CenterDoor + (high_jump | wall_grab + (double_jump | snow | flower | moon + (STALL | dodge | REIBOLG) | STALL + (dodge | grav)) | (axe | scythe) + grav + double_jump + dodge + snow),Done,,Finished,,double check REIBOLG
Swamp 2,Swamp 2 - Materials,Swamp_001_Zone_002.BP_Breakable_SpawnItem_Box_01_C_1,"currencies[""Default""]",(Swamp02Upper | Swamp02Left) + dive,Done,,N/A,,
Swamp 2,Swamp 2 - Letter in a Bottle,Swamp_001_Zone_002.BP_Interactable_AddItem_C_2,"tips[""tip_vials_01""]",(Swamp02Upper | Swamp02Left) + dive,Done,,N/A,,
Swamp 2,Swamp 2 - Vivid Claws,Swamp_001_Zone_002.BP_Interactable_AddItem_C_3,"passives[""damage_up_targetdebuffed_1""]",(Swamp02Upper | Swamp02Left) + dive + pile_attack,Done,,N/A,,
Swamp 4,Swamp 4 - Roller,Swamp_001_Zone_004.EVT_ev_s_e0203_Scarab_Defeat,"materials[""parts_lv4_a""]","(Swamp04Right | Swamp04Upper | Swamp04HiddenLeft)
| (Swamp04Lower + dive)",Done,,N/A,,
Swamp 6,Swamp 6 - Obsolete Core,Swamp_001_Zone_006.BP_Interactable_AddItem_C_1,"materials[""parts_lv3_b""]","(Swamp06Right + (hook | high_jump | dodge | scythe | snow | flower | double_jump + (wall_grab | lazer | moon | axe | sword) | grav + (lazer | moon | axe | sword) | moon + (axe | sword | lazer) | lazer + (axe | sword) | wall_grab + (moon | lazer | wall_charge))
| Swamp06Lower + dive + (high_jump | double_jump | STALL + (grav | dodge | hook) | RONIN | lazer | hook + dodge + wall_grab)) 
+ pile_attack",Done,ReiBlast + wall_grab from Right requires going all the way towards Lower then coming back around.,Finished,,double check lazer -> REIBOLG
Swamp 6,Swamp 6 - Magic Vial,Swamp_001_Zone_006.BP_Interactable_AddItem_C_2,"stats[""passive_slot_s""]","Swamp06Lower + dive + (STALL + (grav | snow) + double_jump + dodge | STALL + grav + (double_jump | dodge) + REIBOLG + RONIN |  WALL_DASH + (double_jump | high_jump | STALL + (dodge | grav) | RONIN | REIBOLG) | hook + (STALL | RONIN | double_jump | REIBOLG + (dodge | grav)) | high_jump + (RONIN | REIBOLG | double_jump | dodge | STALL))
| Swamp06Right + (STALL + (grav | snow) + double_jump + dodge | STALL + grav + (double_jump | dodge) + REIBOLG + RONIN | WALL_DASH | hook + (STALL | RONIN | double_jump | REIBOLG + (dodge | grav)) | high_jump + (RONIN | REIBOLG | double_jump | dodge | STALL))",Unsure,"TIL grav has other base impacts - current assumption is falling speed acceleration change?
This means that this is a potential scenario as well: high_jump + dodge + grav

Currently unsure if we want to add grav logic independent of STALL | RONIN | ReiBlast.
If yes, add high_jump + dodge + grav option to both.
If not, mark as Done.

We can also treat it on a case-by-case basis; we can add the additional logic here, and as we find other places that might be able to take advantage of it, can add as we go?

Main differences between Lower and Right are WALL_DASH logic and dive requirement for Lower, everything else is the same

Additionally, I believe there is a double_jump + grav + ReiBlast (lazer); I dont think it works with other ReiBlast, also unsure if we want to add this",Finished,"Read comment, this has a high_jump + dodge + grav combo - if we want to add grav combo's that are independent of STALL | RONIN | ReiBlast , we might have to re-review everything :)

Addtl comment: I've reduced the high_jump requirements",Verified with All ReiBlast; might want to double check anyway
Swamp 7,Swamp 7 - Silencing Light Documents,Swamp_001_Zone_007.BP_Interactable_AddItem_C_0,"tips[""tip_lightsilence_01""]",(Swamp07Lower | Swamp07Upper) + dive | Swamp07Respite,Done,,N/A,,
Swamp 8,Swamp 8 - Materials,Swamp_001_Zone_008.BP_Breakable_SpawnItem_Pod_01_C_1,"currencies[""Default""]","Swamp08Upper | Swamp08Right 
| (Swamp08Lower + dive)",Done,,N/A,,
Swamp 9,Swamp 9 - Journal of an Attuner,Swamp_001_Zone_009.BP_Interactable_AddItem_C_0,"tips[""tip_tornjournal_01""]","(Swamp09Right | Swamp09Lower + dive) + (double_jump | dodge | high_jump | STALL | RONIN | REIBOLG + grav + pile_attack) 
| Swamp09Left",Done,"ReiBlast + grav CAN reach - but then you don't fall the same distance into the water to be able to grab the item, thus requiring pile_attack

its really niche if want to remove it

Warning: could be wrong - but equipping grav reduces how far you fall into water; this might mean that STALL + grav would not be in logic anymore. Might need to warn players.",Finished,ReiBlast + sprint can also reach,double check REIBOLG
Swamp 10,Swamp 10 - House Milius Earrings,Swamp_001_Zone_010.BP_Interactable_AddItem_C_1,"passives[""damage_up_skillcategory_auto_1""]",Swamp10Left + TORRENT | (Swamp10Right | Swamp10UpperLeft | Swamp10UpperRight + swamp10upper_lever) + dive,Done,,N/A,,
Swamp 10,Swamp 10 - Grimoire,Swamp_001_Zone_010.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]","(Swamp10Right | Swamp10UpperLeft) + dive 
| Swamp10Left + TORRENT
| Swamp10UpperRight",Done,,N/A,,
Swamp 12,Swamp 12 - Charmed Fragment,Swamp_001_Zone_012.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Swamp12Upper | Swamp12UpperLeft) + pile_attack + (WALL_DASH | snow | (double_jump | high_jump) + (STALL | moon | flower | lazer | dodge) | dodge + (((lazer | wall_grab | grav) + (sword | scythe)) | axe | moon | flower) | (flower | lazer) + grav | (flower | moon) + lazer),Done,,Finished,,"double check lazer -> REIBOLG

May need to split ReiBlast if Blaster is not possible."
Swamp 13,Swamp 13 - Charmed Fragment,Swamp_001_Zone_013.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",(Swamp13Upper | Swamp13Lower) + dive,Done,,N/A,,
Swamp 15,Swamp 15 - Motley,Swamp_001_Zone_015.EVT_ev_s_e6010_Cluster_Defeat,"aptitudes[""Hook""]",Swamp15Left | Swamp15Right,Done,,N/A,,
Swamp 18,Swamp 18 - Charmed Fragment,Swamp_001_Zone_018.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","Swamp18Upper 
| Swamp18Left + (wall_grab | STALL + grav + double_jump + (RONIN | dodge) | (axe | scythe) + grav + dodge + (snow | moon) | hook + (double_jump | dodge | REIBOLG | axe + grav | scythe | sword | RONIN))",Done,"The waterfalls don't actually push or have any dive potential - the last one does ""count"" as water, but will float to top - ie, no dive requirements

wall_grab alone CANNOT make it without heal

however, you cant really access this room currently without additional movement that would assist with removing the damage taken",Finished,,double check REIBOLG
Swamp 19,Swamp 19 - Materials,Swamp_001_Zone_019.BP_Interactable_AddItem_C_1,"currencies[""Default""]",Swamp19Right,Done,,N/A,,
Swamp 20,Swamp 20 - Cleaner's Tag,Swamp_001_Zone_020.BP_Interactable_AddItem_C_1,"passives[""damage_up_targetstunned_1""]",Swamp20Upper + (high_jump | double_jump | wall_grab | RONIN | STALL | REIBOLG),Done,,Finished,,double check REIBOLG
Tower 1,Tower 1 - Charmed Fragment,Tower_001_Zone_001.BP_Breakable_SpawnItem_Pod_01_C_1,"stats[""hp_up_s""]",Tower01CenterRight,Done,,N/A,,
Tower 4,Tower 4 - Blighted Dice,Tower_001_Zone_004.BP_Breakable_SpawnItem_Box_01_C_2,"passives[""experience_up_1""]",Tower04Upper | Tower04Lower,Done,,N/A,,
Tower 4,Tower 4 - Magic Vial,Tower_001_Zone_004.BP_Breakable_SpawnItem_Pod_01_C_2,"stats[""passive_slot_s""]","Tower04Upper + (high_jump | double_jump | wall_grab | snow | moon | grav + (flower + REIBOLG | STALL) | axe + dodge + REIBOLG) 
| Tower04Lower + (high_jump | double_jump | wall_grab + (REIBOLG | flower | STALL + dodge) | snow | moon | grav + (flower + REIBOLG | STALL) | axe + dodge + REIBOLG)",Done,wall_grab + pile_attack works too,Finished,,REIBOLG is good
Tower 6,Tower 6 - Materials,Tower_001_Zone_006.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Tower06Right,Done,,N/A,,
Tower 7,Tower 7 - Chief Attuner's Journal,Tower_001_Zone_007.BP_Interactable_AddItem_C_1,"tips[""tip_chieftunerjournal_01""]",Tower07Upper | Tower07Lower,Done,,N/A,,
Tower 7,Tower 7 - Magicite Mining Record,Tower_001_Zone_007.BP_Interactable_AddTutorial_C_1,"tips[""tip_magicrecord_01""]",Tower07Upper | Tower07Lower,Done,,N/A,,
Tower 9,Tower 9 - Charmed Fragment,Tower_001_Zone_009.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","Tower09UpperRight
| (Tower09LowerRight | Tower09CenterRight | Tower09Lower | Tower09Upper) + (high_jump | double_jump + (WALL_DASH | snow | moon + REIBOLG | dodge + (moon | axe | wall_grab + (flower | scythe | sword | axe + lazer)) | STALL + grav | axe + (flower | moon)) | wall_grab + snow + dodge | dodge + grav + (STALL + (moon | flower) | (scythe | axe) + (lazer | wall_grab)) | STALL + grav + (snow | moon + REIBOLG))",Done,,Finished,,"double check lazer -> REIBOLG

the one REIBOLG instance is good."
Tower 10,Tower 10 - Steeple Executioner,Tower_001_Zone_010.EVT_ev_s_e0162_Gang_Defeat,"materials[""parts_lv2_b""]",Tower10UpperLeft | Tower10LowerLeft,Done,,N/A,,
Tower 12,Tower 12 - Materials,Tower_001_Zone_012.BP_Interactable_AddItem_C_1,"currencies[""Default""]",Tower12Right,Done,,N/A,,
Tower 14,Tower 14 - Book of the Blighted,Tower_001_Zone_014.BP_Interactable_AddItem_C_1,"tips[""tip_frostgrimoire_01""]","Tower14UpperLeft + (high_jump | WALL_DASH | double_jump + dodge | (double_jump | dodge) + (moon | STALL | lazer) | wall_grab + (moon | axe) | (STALL | moon | lazer) + grav | snow | flower) 
| (Tower14LowerLeft | Tower14Right) + (high_jump | hook + wall_grab + dodge + (double_jump | axe | scythe | sword + flower) | wall_grab + (snow | double_jump + (STALL | moon | hook + flower) | dodge + moon) | WALL_DASH + (hook + (grav | dodge) + lazer | moon | axe | double_jump | (sword | scythe | flower) + grav))",Done,Same as 293 (Below),Finished,,double check lazer -> REIBOLG
Tower 14,Tower 14 - Materials,Tower_001_Zone_014.BP_Interactable_AddItem_C_2,"currencies[""Default""]",Tower14Right | Tower14UpperLeft | Tower14LowerLeft,Done,,N/A,,
Tower 14,Tower 14 - Grimoire,Tower_001_Zone_014.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]","Tower14UpperLeft + (high_jump | WALL_DASH | double_jump + dodge | (double_jump | dodge) + (moon | STALL | lazer) | wall_grab + (moon | axe) | (STALL | moon | lazer) + grav | snow | flower) 
| (Tower14LowerLeft | Tower14Right) + (high_jump | hook + wall_grab + dodge + (double_jump | axe | scythe | sword + flower) | wall_grab + (snow | double_jump + (STALL | moon | hook + flower) | dodge + moon) | WALL_DASH + (hook + (grav | dodge) + lazer | moon | axe | double_jump | (sword | scythe | flower) + grav))",Done,Same as 291 (Above),Finished,,double check lazer -> REIBOLG
Tower 14,Tower 14 - Pure Floral Necklace,Tower_001_Zone_014.BP_Interactable_TreasureBox_C_2,"passives[""damage_up_skillcategory_repeat_1""]",Tower14UpperLeft + (high_jump | double_jump + WALL_DASH | (snow | moon | STALL | FLOWER2) + double_jump + dodge | STALL + (moon | snow | grav) + (double_jump | dodge) | hook + (double_jump | snow | moon | axe + (dodge | lazer) | grav + (STALL | flower))) | (Tower14LowerLeft | Tower14Right) + (high_jump | double_jump + WALL_DASH | wall_grab + (snow | moon | STALL | FLOWER2) + double_jump + dodge | wall_grab + STALL + grav + (double_jump | dodge) | hook + (double_jump | snow | moon | axe + (dodge | lazer) | grav + (STALL | flower))),Done,"even from forest barrier entrance, UpperLeft is ALWAYS available - so these alternate paths are a little moot :)",Finished,,double check lazer -> REIBOLG
Tower 15,Tower 15 - Charmed Fragment,Tower_001_Zone_015.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Tower15Left | Tower15Right) + (high_jump | WALL_DASH | hook + (STALL | RONIN | double_jump) | wall_grab + double_jump + (STALL | dodge | snow | moon) | wall_grab + (dodge | STALL) + (moon | snow) | double_jump + dodge + (snow | STALL + (moon | grav)) | STALL + grav + (dodge + snow | double_jump + RONIN)),Done,Logic is generally easier jumping off of the elevator as the starting point,Finished,,
Tower 16,Tower 16 - Shackled Beast,Tower_001_Zone_016.EVT_ev_s_e5060_Beast_Defeat,"spirits[""s5060_beast""]",Tower16Left | Tower16Right,Done,,N/A,,
Tower 18,Tower 18 - Homunculus Research Log 2,Tower_001_Zone_018.BP_Interactable_AddItem_C_0,"tips[""tip_homunculusrecord_02""]","Tower18UpperRight
| (Tower18HiddenLeft | Tower18Lower) + (double_jump | snow | moon | high_jump + WALL_DASH | grav + (flower + wall_grab | STALL) | axe + (WALL_DASH | dodge) | (sword | scythe) + dodge + flower)
| Tower18LowerRight + (high_jump | double_jump + (dodge | WALL_DASH | STALL | flower) | snow | moon | flower + (wall_grab | grav + (lazer | dodge)) | STALL + grav | (sword | scythe) + dodge + (flower | wall_grab) | axe + dodge)",Done,"Removed UpperRight requirements, sprint + dodge roll",Finished,,double check lazer -> REIBOLG & REIBOLG
Tower 19,Tower 19 - Eye of the Ancients,Tower_001_Zone_019.BP_Interactable_TreasureBox_C_1,"passives[""reduce_skill_cooldown_1""]",(Tower19Upper | Tower19UpperLeft | Tower19LowerLeft | Tower19UpperRight | Tower19LowerRight) + (high_jump | WALL_DASH | snow | double_jump + (dodge | STALL | moon | flower | lazer + (wall_grab | grav)) | STALL + (wall_grab + dodge | moon | grav) | moon + (grav | dodge) | flower + (wall_grab | lazer + grav)),Done,,Finished,,double check lazer -> REIBOLG
