Room,Door,Lead to,Logic,Status,Notes,,Original (before Aloha edits),Final Logic ?
Forest 4,Forest04LowerLeftDoor,Forest09LeftDoor,"Forest04UpperLeftDoor |
 ((Forest04UpperCenterDoor | Forest04UpperRightDoor | Forest04LowerCenterRightDoor) 
+ (high_jump | wall_grab))",Done,,,,"Forest04UpperLeftDoor |
 ((Forest04UpperCenterDoor | Forest04UpperRightDoor | Forest04LowerCenterRightDoor) 
+ (high_jump | wall_grab))"
Forest 4,Forest04LowerRightDoor,Forest18LowerLeftDoor,"(Forest04UpperLeftDoor | Forest04LowerLeftDoor | Forest04LowerCenterLeftDoor) 
| ((Forest04UpperCenterDoor | Forest04UpperRightDoor | Forest04LowerCenterRightDoor) 
+ (high_jump | wall_grab))",Done,,,,"(Forest04UpperLeftDoor | Forest04LowerLeftDoor | Forest04LowerCenterLeftDoor) 
| ((Forest04UpperCenterDoor | Forest04UpperRightDoor | Forest04LowerCenterRightDoor) 
+ (high_jump | wall_grab))"
Forest 4,Forest04UpperCenterDoor,Forest02LowerDoor,"(Forest04UpperRightDoor + (high_jump | double_jump | dodge | WALL_DASH)) 
| (Forest04LowerCenterRightDoor + (high_jump | double_jump | wall_grab + dodge | WALL_DASH)) 
| ((Forest04LowerLeftDoor | Forest04UpperLeftDoor) + ((double_jump | dodge) + wall_grab) | (high_jump | WALL_DASH))",Done,"Added LowerCenterRightDoor can also use dodge + wall_grab
Combined LowerLeftDoor with UpperLeftDoor as can also dodge + wall_grab (same as upperleft)",,"(Forest04UpperRightDoor + (high_jump | double_jump | dodge | WALL_DASH)) 
| (Forest04LowerCenterRightDoor + (high_jump | double_jump | WALL_DASH)) 
| (Forest04LowerLeftDoor + ((double_jump + wall_grab) | (WALL_DASH | high_jump))) 
| (Forest04UpperLeftDoor + ((double_jump | dodge) + wall_grab) | (high_jump | WALL_DASH))","(Forest04UpperRightDoor + (high_jump | double_jump | dodge | WALL_DASH)) 
| (Forest04LowerCenterRightDoor + (high_jump | double_jump | wall_grab + dodge | WALL_DASH)) 
| ((Forest04LowerLeftDoor | Forest04UpperLeftDoor) + (wall_grab + (double_jump | dodge) | high_jump | WALL_DASH))"
Forest 4,Forest04UpperLeftDoor,Forest12LowerRightDoor,"(Forest04LowerLeftDoor + (high_jump | double_jump | dodge + wall_grab | WALL_DASH)) 
| ((Forest04UpperCenterDoor | Forest04LowerCenterRightDoor | Forest04UpperRightDoor) 
+ (high_jump | wall_grab + (double_jump | dodge | wall_charge)))",Done,"Added LowerLeftDoor can also use dodge + wall_grab
I dont think wall_grab is enough by itself to reach upperLeftDoor, added extra conditions",,"(Forest04LowerLeftDoor + (high_jump | double_jump | WALL_DASH)) 
| ((Forest04UpperCenterDoor | Forest04LowerCenterRightDoor | Forest04UpperRightDoor) 
+ (high_jump | wall_grab))","(Forest04LowerLeftDoor + (high_jump | double_jump | dodge + wall_grab | WALL_DASH)) 
| ((Forest04UpperCenterDoor | Forest04LowerCenterRightDoor | Forest04UpperRightDoor) 
+ (high_jump | wall_grab + (double_jump | dodge | wall_charge)))"
Forest 4,Forest04UpperRightDoor,Forest18CenterLeftDoor,"Forest04UpperCenterDoor 
| Forest04LowerCenterRightDoor + (wall_grab | high_jump | double_jump)
| ((Forest04UpperLeftDoor | Forest04LowerLeftDoor) 
+ (wall_grab + double_jump) | high_jump)",Done,Added Forest04LowerCenterRightDoor wall_grab | high_jump | double_jump,,"Forest04UpperCenterDoor | 
((Forest04UpperLeftDoor | Forest04LowerLeftDoor) 
+ (wall_grab + double_jump) | high_jump)","Forest04UpperCenterDoor 
| Forest04LowerCenterRightDoor + (wall_grab | high_jump | double_jump)
| (Forest04UpperLeftDoor | Forest04LowerLeftDoor) 
+ ((wall_grab + double_jump) | high_jump)"
Forest 5,Forest05CenterLowerDoor,Forest02UpperRightDoor,Forest05CenterUpperDoor | Forest05RightDoor | Forest05LeftDoor,Done,,,,Forest05CenterUpperDoor | Forest05RightDoor | Forest05LeftDoor
Forest 5,Forest05CenterUpperDoor,Forest06LowerRightDoor,(Forest05CenterLowerDoor | Forest05RightDoor | Forest05LeftDoor) + ((double_jump + wall_grab + (dodge | wall_charge)) | high_jump),Done,,"this is correct and i lovingly hate it
(have to jump out of the wall_charge to properly wall_grab opposite wall that doesnt look grab-able)
funny feeling itll cause confusion",,(Forest05CenterLowerDoor | Forest05RightDoor | Forest05LeftDoor) + ((double_jump + wall_grab + (dodge | wall_charge)) | high_jump)
Forest 5,Forest05LeftDoor,Forest12UpperRightDoor,Forest05CenterUpperDoor | Forest05RightDoor | Forest05CenterLowerDoor,Done,,,,Forest05CenterUpperDoor | Forest05RightDoor | Forest05CenterLowerDoor
Forest 5,Forest05RightDoor,Forest10LowerLeftDoor,Forest05CenterUpperDoor | Forest05CenterLowerDoor | Forest05LeftDoor,Done,,,,Forest05CenterUpperDoor | Forest05CenterLowerDoor | Forest05LeftDoor
Forest 6,Forest06CenterDoor,Forest02UpperLeftDoor,"Forest06Left + (Forest11Right + dash_charge) + (double_jump | high_jump | WALL_DASH | dodge)
| Forest06LowerLeftDoor + (double_jump | high_jump | WALL_DASH | dodge + wall_grab)",Unsure,"Please demo Forest06Left; theres no way it doesnt require double_jump | dodge | high_jump | WALL_DASH (ie. nearly same as LowerLeftDoor)
Need to add dodge + wall_grab to lowerLeftDoor","I could be not understanding the logic;

Added Logic to Forest06Left (Should Forest06Left even be included?)","Forest06Left + (Forest11Right + dash_charge) 
| Forest06LowerLeftDoor + (double_jump | high_jump | WALL_DASH)","Forest06Left + (double_jump | high_jump | WALL_DASH | dodge)
| Forest06LowerLeftDoor + (double_jump | high_jump | WALL_DASH | dodge + wall_grab)"
Forest 6,Forest06HiddenRight,Forest07Left,"(Forest06Left + (Forest11Right + dash_charge) + (double_jump | dodge | high_jump | WALL_DASH)) 
| (Forest06LowerLeftDoor + (((wall_grab | double_jump) + dodge) | high_jump | WALL_DASH))
| (Forest06CenterDoor  + (double_jump + (dodge | WALL_DASH) | high_jump)) 
| (Forest06LowerRightDoor + high_jump)",Done,not entirely sure,"WALL_DASH does not require double_jump (from Lefts)
From 06Left, dodge is enough alone; double_jump works alone (while dash_charging; should this be included/expected since it is part of requirement?)
(Should Forest06Left even be included?)","(Forest06Left + (Forest11Right + dash_charge) + (double_jump + (dodge | WALL_DASH)) | high_jump) 
| (Forest06LowerLeftDoor + ((double_jump + dodge) | high_jump | WALL_DASH))
| (Forest06CenterDoor  + (double_jump + (dodge | WALL_DASH) | high_jump)) 
| (Forest06LowerRightDoor + high_jump)","(Forest06Left + (double_jump | dodge | high_jump | WALL_DASH)) 
| (Forest06LowerLeftDoor + (((wall_grab | double_jump) + dodge) | high_jump | WALL_DASH))
| (Forest06CenterDoor  + (double_jump + (dodge | WALL_DASH) | high_jump)) 
| (Forest06LowerRightDoor + high_jump)"
Forest 6,Forest06Left,Forest11Right,"(Forest06LowerLeftDoor + (wall_grab | high_jump | double_jump)
| Forest06CenterDoor + (high_jump | double_jump)) + dash_charge",Done,,"high_jump + dash_charge also works (from either door)
from LowerLeftDoor, can also wall_grab
(can hit the bottom of the wall's hitbox from lower platform single jump; there might be a way from higher platform as well, untested)",(Forest06LowerLeftDoor | Forest06CenterDoor) + (double_jump + dash_charge),"(Forest06LowerLeftDoor + (wall_grab | high_jump | double_jump)
| Forest06CenterDoor + (high_jump | double_jump)) + dash_charge"
Forest 6,Forest06LowerLeftDoor,Forest12UpperDoor,"(Forest06Left + (Forest11Right + dash_charge))
| (Forest06CenterDoor + (double_jump | high_jump))",Done,,,,"Forest06Left
| (Forest06CenterDoor + (double_jump | high_jump))"
Forest 6,Forest06LowerRightDoor,Forest05CenterUpperDoor,"Forest06HiddenRight 
| (Forest06Left + (Forest11Right + dash_charge) + (double_jump | dodge | high_jump | WALL_DASH))
| (Forest06LowerLeftDoor + (((double_jump | wall_grab) + dodge) | high_jump | WALL_DASH))
| (Forest06CenterDoor  + (double_jump + (dodge | WALL_DASH) | high_jump))",Done,,basically same as Forest06HiddenRight reqs,"Forest06HiddenRight 
| (Forest06LowerLeftDoor + ((double_jump + dodge) | high_jump | WALL_DASH))
| (Forest06Left + (Forest11Right + dash_charge) + (double_jump + dodge) | high_jump | WALL_DASH) 
| (Forest06CenterDoor  + (double_jump + (dodge | WALL_DASH) | high_jump))","Forest06HiddenRight 
| (Forest06Left + (double_jump | dodge | high_jump | WALL_DASH))
| (Forest06LowerLeftDoor + (((double_jump | wall_grab) + dodge) | high_jump | WALL_DASH))
| (Forest06CenterDoor  + (double_jump + (dodge | WALL_DASH) | high_jump))"
Forest 7,Forest07CenterDoor,Forest10UpperLeftDoor,"(Forest07LeftDoor + (wall_grab | high_jump)) 
| Forest07Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump)",Done,,,,"(Forest07LeftDoor + (wall_grab | high_jump)) 
| Forest07Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump)"
Forest 7,Forest07Left,Forest06HiddenRight,None,Done,,,,None
Forest 7,Forest07Right,Forest08Left,"(Forest07CenterDoor + (double_jump | high_jump | WALL_DASH)) 
| (Forest07LeftDoor + (wall_grab + (double_jump | wall_charge) | high_jump))",Done,,,,"(Forest07CenterDoor + (double_jump | high_jump | WALL_DASH)) 
| (Forest07LeftDoor + (wall_grab + (double_jump | wall_charge) | high_jump))"
Forest 7,Forest07LeftDoor,Forest03UpperDoor,"Forest07CenterDoor 
| (Forest07Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump))",Done,,,,"Forest07CenterDoor 
| (Forest07Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump))"
Forest 8,Forest08Left,Forest07Right,Forest08LowerDoor + (high_jump | WALL_DASH + double_jump),Done,,,,Forest08LowerDoor + (high_jump | WALL_DASH + double_jump)
Forest 8,Forest08LowerDoor,Forest10RightDoor,Forest08Left,Done,,,,Forest08Left
Forest 9,Forest09CenterDoor,Forest04LowerCenterRightDoor,"(Forest09LeftDoor | Forest09CenterLeftDoor) 
| (Forest09CenterRightDoor + (wall_grab | high_jump)) 
| (Forest09UpperRightDoor + (WALL_DASH | dodge | double_jump)) 
| (Forest09LowerRight + TORRENT + (high_jump | wall_grab))",Done,,,,"(Forest09LeftDoor | Forest09CenterLeftDoor) 
| (Forest09CenterRightDoor + (wall_grab | high_jump)) 
| (Forest09UpperRightDoor + (WALL_DASH | dodge | double_jump)) 
| (Forest09LowerRight + TORRENT + (high_jump | wall_grab))"
Forest 9,Forest09CenterLeftDoor,Forest04LowerCenterLeftDoor,"(Forest09UpperRightDoor + (double_jump | dodge | WALL_DASH)) 
| (Forest09LowerRight + TORRENT + (high_jump |  (wall_grab + (dodge | double_jump)))) 
| (Forest09LeftDoor + (high_jump | WALL_DASH)) 
| (Forest09CenterDoor + (high_jump | (WALL_DASH + (double_jump | dodge)))) 
| (Forest09CenterRightDoor + (high_jump | (wall_grab + (dodge | double_jump))))",Done,Added WALL_DASH from UpperRightDoor option,,"(Forest09UpperRightDoor + (double_jump | dodge)) 
| (Forest09LowerRight + TORRENT + (high_jump |  (wall_grab + (dodge | double_jump)))) 
| (Forest09LeftDoor + (high_jump | WALL_DASH)) 
| (Forest09CenterDoor + (high_jump | (WALL_DASH + (double_jump | dodge)))) 
| (Forest09CenterRightDoor + (high_jump | (wall_grab + (dodge | double_jump))))","(Forest09UpperRightDoor + (double_jump | dodge | WALL_DASH)) 
| (Forest09LowerRight + TORRENT + (high_jump |  (wall_grab + (dodge | double_jump)))) 
| (Forest09LeftDoor + (high_jump | WALL_DASH)) 
| (Forest09CenterDoor + (high_jump | (WALL_DASH + (double_jump | dodge)))) 
| (Forest09CenterRightDoor + (high_jump | (wall_grab + (dodge | double_jump))))"
Forest 9,Forest09CenterRightDoor,Forest03LowerRightDoor,"(Forest09UpperRightDoor + (WALL_DASH | dodge | double_jump)) 
| (Forest09LowerRight + TORRENT) 
| ((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump))",Done,,,,"(Forest09UpperRightDoor + (WALL_DASH | dodge | double_jump)) 
| (Forest09LowerRight + TORRENT) 
| ((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump))"
Forest 9,Forest09LeftDoor,Forest04LowerLeftDoor,"(Forest09LowerRight + TORRENT + wall_grab + (dodge | double_jump)) 
| (Forest09UpperRightDoor + (dodge | double_jump | WALL_DASH))
| (Forest09CenterRightDoor + (wall_grab | (high_jump + (dodge | double_jump))))
| (Forest09CenterDoor | Forest09CenterLeftDoor) + (double_jump | dodge | wall_grab)",Done,"UpperRightDoor logic simplification -> (just dodge | double_jump | WALL_DASH)

effectively the same-ish, just removed a parenthesis; could have led to falsely in logic",,"(Forest09LowerRight + TORRENT + wall_grab + (dodge | double_jump)) 
| (Forest09UpperRightDoor + (dodge | double_jump) | WALL_DASH) 
| (Forest09CenterRightDoor + (wall_grab | (high_jump + (dodge | double_jump))))
| (Forest09CenterDoor | Forest09CenterLeftDoor) + (double_jump | dodge | wall_grab)","(Forest09LowerRight + TORRENT + wall_grab + (dodge | double_jump)) 
| (Forest09UpperRightDoor + (dodge | double_jump | WALL_DASH))
| (Forest09CenterRightDoor + (wall_grab | (high_jump + (dodge | double_jump))))
| (Forest09CenterDoor | Forest09CenterLeftDoor) + (double_jump | dodge | wall_grab)"
Forest 9,Forest09LowerRight,Estate12Left,"((Forest09UpperRightDoor + (double_jump | dodge | WALL_DASH)) 
| ((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump | WALL_DASH)) 
| Forest09CenterRightDoor) 
+ TORRENT",Done,Added CenterLeftDoor can also WALL_DASH,,"((Forest09UpperRightDoor + (double_jump | dodge | WALL_DASH)) 
| ((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump)) 
| Forest09CenterRightDoor) 
+ TORRENT","((Forest09UpperRightDoor + (double_jump | dodge | WALL_DASH)) 
| ((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump | WALL_DASH)) 
| Forest09CenterRightDoor) 
+ TORRENT"
Forest 9,Forest09UpperRightDoor,Forest18LowerCenterDoor,"((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump | WALL_DASH)) 
| ((Forest09LowerRight + TORRENT | Forest09CenterRightDoor) + (high_jump | (wall_grab + (dodge | double_jump)) | wall_charge))",Done,"Added CenterLeftDoor can also WALL_DASH; 
high_jump from CenterRightDoor does not require dodge | double_jump
Added LowerRight",,"((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump)) 
| (Forest09CenterRightDoor + ((wall_grab | high_jump) + (dodge | double_jump)))","((Forest09LeftDoor | Forest09CenterDoor) + (WALL_DASH | high_jump)) 
| (Forest09CenterLeftDoor + (dodge | double_jump | high_jump | WALL_DASH)) 
| ((Forest09LowerRight + TORRENT | Forest09CenterRightDoor) + (high_jump | wall_grab + (dodge | double_jump) | WALL_DASH))"
Forest 10,Forest10CenterDoor,Forest18UpperLeftDoor,"((Forest10RightDoor | Forest10LowerLeftDoor) + (high_jump | double_jump))
| (Forest10UpperLeftDoor + ((dodge + wall_grab) | double_jump | high_jump | WALL_DASH))",Done,"from upper10, (dodge + wall_grab) | high_jump | double_jump | WALL_DASH
having double_jump by itself allows you to enter same way as lowerLeftDoor",,"((Forest10RightDoor | Forest10LowerLeftDoor) + (high_jump | double_jump))
| (Forest10UpperLeftDoor + (dodge + (double_jump | wall_grab)) | high_jump | WALL_DASH)","((Forest10RightDoor | Forest10LowerLeftDoor) + (high_jump | double_jump))
| (Forest10UpperLeftDoor + ((dodge + wall_grab) | double_jump | high_jump | WALL_DASH))"
Forest 10,Forest10LowerLeftDoor,Forest05RightDoor,Forest10UpperLeftDoor | Forest10RightDoor,Done,"ForestRightDoor does not require logic, same as upperLeft
removed Forest10CenterDoor",,Forest10UpperLeftDoor | (Forest10CenterDoor | Forest10RightDoor) + (high_jump | double_jump),Forest10UpperLeftDoor | Forest10RightDoor
Forest 10,Forest10RightDoor,Forest08LowerDoor,None,Done,,,,None
Forest 10,Forest10UpperLeftDoor,Forest07CenterDoor,(Forest10LowerLeftDoor | Forest10CenterDoor | Forest10RightDoor) + (double_jump | high_jump),Done,removed Forest10CenterDoor,,(Forest10LowerLeftDoor | Forest10CenterDoor | Forest10RightDoor) + (double_jump | high_jump),(Forest10LowerLeftDoor | Forest10CenterDoor | Forest10RightDoor) + (double_jump | high_jump)
Forest 11,Forest11Right,Forest06Left,None,Done,,,,None
Forest 12,Forest12LeftDoor,Forest01UpperDoor,Forest12UpperDoor | Forest12LowerRightDoor | Forest12UpperRightDoor,Done,,,,Forest12UpperDoor | Forest12LowerRightDoor | Forest12UpperRightDoor
Forest 12,Forest12LowerRightDoor,Forest04UpperLeftDoor,Forest12LeftDoor | Forest12UpperRightDoor | Forest12UpperDoor,Done,,,,Forest12LeftDoor | Forest12UpperRightDoor | Forest12UpperDoor
Forest 12,Forest12UpperDoor,Forest06LowerLeftDoor,(Forest12UpperRightDoor | Forest12LeftDoor | Forest12LowerRightDoor) + (double_jump | high_jump),Done,,,,(Forest12UpperRightDoor | Forest12LeftDoor | Forest12LowerRightDoor) + (double_jump | high_jump)
Forest 12,Forest12UpperRightDoor,Forest05LeftDoor,"(Forest12LeftDoor | Forest12LowerRightDoor) + (double_jump | high_jump)
| Forest12UpperDoor + (double_jump | high_jump | dodge)",Done,Added Dodge from UpperDoor only,,(Forest12UpperDoor | Forest12LeftDoor | Forest12LowerRightDoor) + (double_jump | high_jump),"(Forest12LeftDoor | Forest12LowerRightDoor) + (double_jump | high_jump)
| Forest12UpperDoor + (double_jump | high_jump | dodge)"
Forest 18,Forest18CenterLeftDoor,Forest04UpperRightDoor,"(Forest18UpperLeftDoor | Forest18UpperRightDoor) 
| (Forest18LowerCenterDoor + (double_jump | high_jump | wall_grab)) 
| (Forest18LowerLeftDoor + (double_jump | high_jump))",Done,replaced wall_grab with high_jump for LowerLeftDoor,,"(Forest18UpperLeftDoor | Forest18UpperRightDoor) 
| (Forest18CenterDoor + (double_jump | high_jump | wall_grab)) 
| (Forest18LowerLeftDoor + (double_jump | wall_grab))","(Forest18UpperLeftDoor | Forest18UpperRightDoor) 
| (Forest18LowerCenterDoor + (double_jump | high_jump | wall_grab)) 
| (Forest18LowerLeftDoor + (double_jump | high_jump))"
Forest 18,Forest18LowerCenterDoor,Forest09UpperRightDoor,"(Forest18CenterLeftDoor | Forest18UpperLeftDoor | Forest18UpperRightDoor) 
| (Forest18LowerLeftDoor + (double_jump | high_jump))",Done,,,,"(Forest18CenterLeftDoor | Forest18UpperLeftDoor | Forest18UpperRightDoor) 
| (Forest18LowerLeftDoor + (double_jump | high_jump))"
